Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-08-13 09:49:09,Francois Ntuli ,Umlambo Civils (Pty) Ltd,,Education,Western Cape,"1939 Acacia Street, Mbombela ",30000__________,,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,55241__________,Civil engineering contractor focused on roads and stormwater projects ,2.0,1.0,4,100%,0%,100%,Level 1,Urban,0%,francois ntuli,francoisntuli@gmail.com,+27734366906
2025-08-06 22:35:57,Rukaya Nel,Fairview Manufacturing (Pty) Ltd,2020/849922/07,Tourism,Western Cape,"1989 Umgeni Road, Paarl",180000_________,Paarl,Invoice Financing;Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,179777_________,We design and sew corporate uniforms and protective clothing.,2.0,2.0,1,0%,0%,100%,Level 2,Urban,0%,Rukaya Nel,rukayanel@icloud.com,0616840395
2025-07-13 05:11:13,Nadia Govender,ZENZELE CIVILS (PTY) LTD,2015/875993/07,Engineering & Construction,Gauteng,"2431 Kruger Way, East London",42930000_______,East London,Other (Please specify),Bridging finance while awaiting payment from government contracts,R20 000 001 to R50M,R20 000 001 to R50M,21463161_______,Commercial cleaning and hygiene services for offices and factories ,,100.0,3,0%,100%,100%,Level 1,Urban,0%,nadia govender,nadiagovender968@yahoo.com,+27862669490
2025-08-30 08:06:37,Ravi Dlamini,Pioneer Foods,2021/197540/07,Retail & Wholesale,Western Cape,"448 Jan Smuts Lane, sasolburg",90000__________,sasolburg,Equity;Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,185253_________,,2.0,3.0,2,0%,0%,100%,Level 1,Urban,0%,Ravi Dlamini,ravidlamini290@mweb.co.za,0754668986
2025-08-20 00:36:12,Thandeka Fourie,Vuka Trading,2025/783301/07,Agriculture - Primary ,Western Cape,"1448 Protea Crescent, Tembisa",4740000________,Tembisa,Purchase Order Funding,To increase production and take on larger supply contracts ,R1 000 001 to R5M,R1 000 001 to R5M,0______________,We provide ICT support and cloud services to small businesses in the province.,7.0,6.0,3,0%,0%,100%,Level 1,Township,0%,Thandeka Fourie,thandekafourie@gmail.com,+27865956733
2025-07-02 16:43:56,Kabelo Radebe,Copper Leaf Group (Pty) Ltd,2016/810757/07,Tourism,Western Cape,"392 Jakaranda Lane, PORT ELIZABETH",830000_________,PORT ELIZABETH,Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,R501K to R1M,413817_________,Catering and events business servicing corporate functions.,,11.0,4,50–74%,0%,100%,Level 1,Township,0%,Kabelo Radebe,kabeloradebe@webmail.co.za,+27769623550
2025-07-23 03:11:00,Ravi Wyk,Wyk Solutions ,2016/726158/07,Manufacturing,Western Cape,"1895 Buitenkant Street, Uitenhage ",160000_________,Uitenhage,Purchase Order Funding,Stock purchase and general operational funding ,0 to R500K,0 to R500K,26812__________,,2.0,2.0,2,50–74%,0%,25–49%,Level 1,Rural,0%,ravi wyk,raviwyk@mweb.co.za,+27853831665
2025-08-26 20:58:52,Chantelle Isaacs,Isaacs Logistics,2020/592009/07,Energy,Limpopo,"42 Buitenkant Drive, Polokwane",2650000________,Polokwane,Working Capital,Operational funding ,0 to R500K,R501K to R1M,441958_________,Independent pharmacy and primary healthcare clinic serving a rural community,,13.0,1,0%,0%,100%,Level 1,Township,0%,Chantelle Isaacs,chantelleisaacs220@webmail.co.za,0692283588
2025-07-10 01:12:31,Busisiwe Zwane,Ikhaya Group,2016/492437/07,Engineering & Construction,KZN,"3088 Umgeni Lane, Mthatha",1530000________,Mthatha,Equity;Working Capital;Other (Please specify),To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,765337_________,Solar installation business serving residential and small commercial clients ,2.0,,2,25–49%,100%,100%,Level 1,Township,0%,Busisiwe Zwane,busisiwezwane@icloud.com,077 729 6308
2025-08-23 11:31:34,Lindiwe Chauke,Northstar Media ,2023/337633/07 ,Manufacturing,Gauteng,"2983 Jakaranda Road, Roodepoort",580000_________,Roodepoort,Other (Please specify),Bridging finance while awaiting payment from government contracts,0 to R500K,R501K to R1M,727326_________,We manufacture and supply steel components to construction contractors.,6.0,2.0,2,1–24%,100%,100%,Level 1,Urban,0%,Lindiwe Chauke,lindiwechauke66@webmail.co.za,0785094973
2025-08-16 06:30:03,Ruan Shabalala,Shabalala Enterprises,2022/859536/07,Agriculture - Secondary ,Western Cape,"1359 Jan Smuts Lane, Rustenburg",40000__________,Rustenburg,Purchase Order Funding,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,126071_________,We supply and install security systems and CCTV. ,2.0,1.0,3,0%,0%,100%,Level 1,Urban,0%,Ruan Shabalala,ruanshabalala152@mweb.co.za,+27823466911
2025-09-08 06:03:49,Marlize Mabena,Mabena Logistics Group,2013/204665/07,Manufacturing,Limpopo,"1681 Main Crescent, Pietermaritzburg",88947077801____,Pietermaritzburg,Working Capital,To buy additional equipment and expand production capacity,R10 000 001 to R20M,Above R50M,56681248_______,,54.0,26.0,5,0%,0%,100%,Level 1,Rural,0%,Marlize Mabena,marlizemabena630@yahoo.com,+27667777350
2025-09-17 10:10:22,Mxolisi Abrahams ,Vantage Engineering (Pty) Ltd,2016/605042/07,Engineering & Construction,Western Cape,"1941 Kruger Drive, Benoni",10000__________,Benoni ,Equity,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,7613___________,Civil engineering contractor focused on roads and stormwater projects ,,18.0,1,100%,100%,0%,Level 1,Township,0%,mxolisi abrahams,mxolisiabrahams950@icloud.com,+27 69 494 2664
2025-08-17 01:56:54,Anisha Mokoena,Vertex Projects,2023/239289/07,Manufacturing,Gauteng,"226 Rissik Drive, Soweto",30000__________,Soweto,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,0______________,A family-run bakery supplying schools and local retailers. ,4.0,1.0,1,100%,50–74%,100%,Level 1,Township,25–49%,Anisha Mokoena,ANISHAMOKOENA735@YAHOO.COM,+27 61 231 2587
2025-09-21 13:38:02,Shireen Mthembu ,Mthembu Transport (Pty) Ltd,2017 / 907056 / 07,Engineering & Construction,Mpumalanga,"710 Loop Crescent, pretoria",310000_________,pretoria,Purchase Order Funding,Working capital to fulfil confirmed purchase orders,0 to R500K,0 to R500K,257463_________,We design and sew corporate uniforms and protective clothing.,2.0,1.0,1,75–99%,100%,100%,Level 1,Township,0%,shireen mthembu,shireenmthembu@mweb.co.za,+27721084546
2025-09-22 21:12:19,Palesa Coetzee,Baobab Civils,2017/642643/07,Agriculture - Secondary ,Limpopo,"1986 Voortrekker Way, Midrand",1160000________,Midrand ,Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,R501K to R1M,0______________,Civil engineering contractor focused on roads and stormwater projects ,13.0,7.0,3,0%,0%,100%,Level 1,Township,25–49%,Palesa Coetzee,palesacoetzee@gmail.com,+27819044578
2025-07-30 02:11:27,Francois Daniels,Daniels Agri (Pty) Ltd ,2018/372776/07,Mining,Gauteng,"2792 Long Way, Tembisa",250000_________,Tembisa,Debt & Equity,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,1123___________,We recycle plastic waste and sell processed pellets to manufacturers.,1.0,1.0,,1–24%,100%,100%,Level 1,Rural,25–49%,Francois Daniels,francoisdaniels508@webmail.co.za,+27653337936
2025-09-23 12:44:04,Refilwe Sekgobela,Frontier Solutions ,2017/675605/07,Information & Communication Technology,Mpumalanga,"2314 Kingfisher Way, Giyani",170000_________,Giyani,Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,143168_________,A tourism operator offering guided township and heritage tours,9.0,19.0,1,100%,0%,100%,Level 3,Urban,0%,Refilwe Sekgobela,refilwesekgobela@mweb.co.za,089 801 7696
2025-07-30 15:42:36,Yusuf Fourie,Fynbos Projects,2014/101731/07,Manufacturing,Western Cape,"2681 Mandela Avenue, Upington ",1000000________,Upington,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,167488_________,,8.0,3.0,1,25–49%,50–74%,100%,Level 1,Urban,0%,yusuf fourie,yusuffourie@icloud.com,+27881318316
2025-08-11 05:25:07,Ruan Shabalala,Shabalala Foods,2018/798731/07,Manufacturing,Mpumalanga,"3090 Main Lane, Kuruman",1800000________,Kuruman,Other (Please specify),"Marketing, customer acquisition and website development ",0 to R500K,R501K to R1M,898438_________,We supply and install security systems and CCTV. ,6.0,6.0,2,100%,100%,100%,Level 3,Township,0%,Ruan Shabalala,ruanshabalala515@yahoo.com,+27813129197
2025-08-23 17:39:41,Danie Fourie,FOURIE FOODS GROUP ,,,Gauteng,"2350 Voortrekker Drive, Stellenbosch ",30000__________,Stellenbosch,,To grow the business ,0 to R500K,0 to R500K,0______________,We grow and pack vegetables for regional wholesalers and retailers.,,6.0,4,100%,100%,100%,Level 1,Rural,0%,danie fourie,daniefourie@gmail.com,+27770857146
2025-07-08 18:21:28,Palesa Reddy,Reddy Solutions Pty Ltd,,Agriculture - Secondary ,Western Cape,"376 Mandela Lane, Khayelitsha ",970000_________,Khayelitsha ,Debt;Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,0______________,We supply and install security systems and CCTV. ,6.0,0.0,4,0%,100%,100%,Level 1,Township,0%,palesa reddy,palesareddy@outlook.com,+27 78 540 3526
2025-08-20 03:05:04,Chantelle Isaacs,Nexus Holdings,2014/253873/07 ,Financial Services,Western Cape,"3120 Voortrekker Street, Kuruman",1570000________,Kuruman,Debt,"Funding is required for equipment, training and certification.",0 to R500K,R501K to R1M,626454_________,Catering and events business servicing corporate functions.,4.0,2.0,3,1–24%,1–24%,100%,Level 1,Urban,0%,Chantelle Isaacs,chantelleisaacs42@webmail.co.za,+27658098461
2025-07-27 15:17:23,Ayanda Motaung,Amandla Investments,2013 / 988890 / 07,Hospitality,North West,"3039 Rivonia Way, Centurion",190000_________,Centurion,Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,243205_________,A tourism operator offering guided township and heritage tours,2.0,,1,50–74%,0%,100%,Level 1,Urban,0%,Ayanda Motaung,ayandamotaung73@mweb.co.za,+27643881144
2025-09-16 09:01:11,Imran Botha ,Botha Investments,2012/439963/07,Transportation and Logistics,Mpumalanga,"1679 Umgeni Road, Stellenbosch",260000_________,Stellenbosch ,Debt & Equity;Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,85124__________,A tourism operator offering guided township and heritage tours,,2.0,1,0%,50–74%,100%,Level 1,Rural,0%,Imran Botha,IMRANBOTHA@OUTLOOK.COM,+27826232694
2025-09-23 01:45:14,Sanele Pillay,Frontier Manufacturing Group,2023/182399/07,Energy,Limpopo,"1905 Rissik Way, Potchefstroom",10000__________,Potchefstroom,Debt,Stock purchase and general operational funding ,0 to R500K,0 to R500K,47913__________,Solar installation business serving residential and small commercial clients ,14.0,3.0,6,100%,0%,1–24%,Level 1,Urban,0%,sanele pillay,sanelepillay@gmail.com,079 388 5259
2025-07-05 21:50:56,Andile Reddy,Reddy Foods Group ,2012/292576/07,Retail & Wholesale,Western Cape,"1780 Main Street, Mokopane",23010000_______,Mokopane,Debt,To buy additional equipment and expand production capacity,0 to R500K,R501K to R1M,613333_________,Logistics company transporting goods between major metros. ,3.0,130.0,1,100%,100%,100%,Level 1,Urban,0%,Andile Reddy,andilereddy108@gmail.com,+27 86 433 5184
2025-08-15 02:22:11,Boitumelo Shabalala,Beacon Enterprises,2022/420453/07,Tourism,Limpopo,"934 Protea Street, Benoni ",340000_________,Benoni,Debt,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,10792__________,Commercial cleaning and hygiene services for offices and factories ,1.0,39.0,1,0%,100%,100%,Level 1,Township,0%,boitumelo shabalala,boitumeloshabalala@gmail.com,061 951 9869
2025-09-11 21:07:19,Thulani Dlamini,Dlamini Agri CC ,2008/297286/07,Engineering & Construction,Western Cape,"2045 Aloe Drive, Kimberley",16460000_______,Kimberley ,Debt,Operational funding ,0 to R500K,0 to R500K,0______________,Commercial cleaning and hygiene services for offices and factories ,2.0,24.0,10,0%,50–74%,100%,Level 1,Township,0%,thulani dlamini,thulanidlamini663@gmail.com,0678507993
2025-07-28 06:39:59,Zainab Botha,Botha Group (Pty) Ltd ,2023/467268/07,Business Services (Agency & Consultancy),Gauteng,"1523 Main Street, Randburg",180000_________,Randburg ,Other (Please specify),To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,116723_________,Independent pharmacy and primary healthcare clinic serving a rural community,13.0,2.0,1,100%,0%,100%,Level 4,Urban,0%,Zainab Botha,zainabbotha@gmail.com,+27 79 771 0140
2025-09-03 03:24:57,Christo Reddy ,IRON GATE TRADING PTY LTD,2021/136965/07,Retail & Wholesale,Gauteng,"1152 Biko Street, WITBANK",340000_________,WITBANK,Other (Please specify),"Marketing, customer acquisition and website development ",R501K to R1M,0 to R500K,341868_________,We supply and install security systems and CCTV. ,10.0,12.0,6,100%,100%,100%,Level 4,Township,0%,christo reddy,christoreddy@mweb.co.za,+27 66 206 8023
2025-07-14 18:32:06,Mpho Ndlovu,Ndlovu Media Group,2022/559598/07,,Western Cape,"214 Rissik Avenue, Polokwane",6200000________,Polokwane,Working Capital,"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,0 to R500K,Solar installation business serving residential and small commercial clients ,3.0,6.0,3,0%,100%,100%,Level 1,Township,0%,mpho ndlovu,mphondlovu@yahoo.com,+27888522003
2025-08-02 02:11:00,Nomsa Ndlovu,Ndlovu Projects,2024/225391/07,Agriculture - Primary ,Gauteng,"335 Rissik Crescent, Paarl",5130000________,Paarl,Other (Please specify),To grow the business ,0 to R500K,0 to R500K,203876_________,A family-run bakery supplying schools and local retailers. ,0.0,7.0,10,50–74%,100%,100%,Level 1,Rural,0%,Nomsa Ndlovu,nomsandlovu@mweb.co.za,+27663382498
2025-09-07 20:50:17,Mpho Wyk,Wyk Holdings (Pty) Ltd ,2019/384109/07,Energy,Gauteng,"569 Mandela Way, Mbombela ",290000_________,Mbombela,Debt,"Funding is required for equipment, training and certification.",0 to R500K,R501K to R1M,587780_________,We design and sew corporate uniforms and protective clothing.,10.0,3.0,6,0%,0%,100%,Level 8,Township,0%,Mpho Wyk,mphowyk@yahoo.com,0746711300
2025-07-01 00:06:03,Kgomotso Venter,Venter Enterprises CC,2023/301750/07,Healthcare & Biotechnology,Western Cape,"2178 Rissik Avenue, Thohoyandou",290000_________,Thohoyandou,Debt,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,114488_________,Catering and events business servicing corporate functions.,3.0,4.0,2,25–49%,50–74%,100%,Level 1,Rural,0%,kgomotso venter,kgomotsoventer@gmail.com,+27790319171
2025-09-06 05:29:23,Thulani Daniels,Marula Distributors,2023/758206/07,,Western Cape,"1709 Sisulu Crescent, Polokwane",370000_________,Polokwane,,To grow the business ,0 to R500K,0 to R500K,372168_________,A tourism operator offering guided township and heritage tours,2.0,2.0,3,0%,0%,100%,Level 1,Urban,0%,Thulani Daniels,thulanidaniels536@gmail.com,+27667623113
2025-08-03 15:45:17,Yolandi Davids,Davids Projects Pty Ltd,2020/643051/07,Manufacturing,Gauteng,"3004 Loop Road, Ladysmith ",250000_________,Ladysmith ,Working Capital,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,72_____________,,3.0,1.0,2,0%,25–49%,100%,Level 2,Urban,0%,yolandi davids,yolandidavids@gmail.com,+27614230908
2025-09-09 21:31:48,Zainab Davids ,Redline Foods Group ,2012/427284/07,Real Estate,Gauteng,"2817 Church Road, Cape Town",20683701367____,Cape Town,Debt,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,363633_________,We design and sew corporate uniforms and protective clothing.,3.0,2.0,1,0%,0%,100%,Level 1,Urban,0%,Zainab Davids,zainabdavids@icloud.com,+27 66 996 0333
2025-08-21 02:02:24,Tumelo Joubert,Stone Bridge Construction,2013/743896/07,Manufacturing,Limpopo,"2987 Protea Avenue, Kuruman",92450000_______,Kuruman,Working Capital,Purchase of a delivery vehicle and cold storage unit,R10 000 001 to R20M,R10 000 001 to R20M,15407850_______,We supply and install security systems and CCTV. ,47.0,,1,100%,100%,50–74%,Level 4,Township,0%,Tumelo Joubert,tumelojoubert229@mweb.co.za,074 681 6549
2025-08-14 05:29:34,Mandla Botha ,Greenfield Foods CC,2009/802383/07,Waste Management,Gauteng,"3043 Main Road, Kuruman ",3300000________,Kuruman,Other (Please specify),Operational funding ,R1 000 001 to R5M,R1 000 001 to R5M,1098973________,We recycle plastic waste and sell processed pellets to manufacturers.,3.0,11.0,1,25–49%,100%,100%,Level 1,Rural,0%,mandla botha,mandlabotha155@outlook.com,+27832358353
2025-09-05 02:47:22,Sipho Daniels,Lesedi Logistics,2021/170584/07,Automotive,Gauteng,"323 Tambo Lane, UPINGTON",1870000________,UPINGTON,Working Capital,To increase production and take on larger supply contracts ,0 to R500K,R501K to R1M,622457_________,,6.0,2.0,1,0%,50–74%,100%,Level 1,Urban,0%,sipho daniels,siphodaniels184@gmail.com,+27657843761
2025-09-22 06:26:50,Busisiwe Maluleke,Redline Engineering (Pty) Ltd ,2009/599506/07,Information & Communication Technology,Western Cape,"1346 Jan Smuts Drive, Newcastle",1630000________,Newcastle,Debt,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,407362_________,Commercial cleaning and hygiene services for offices and factories ,9.0,6.0,3,0%,100%,100%,Level 1,Urban,0%,busisiwe maluleke,busisiwemaluleke554@mweb.co.za,+27611857270
2025-08-03 20:17:17,Mxolisi Zulu,Zulu Trading,2014/215167/07,Financial Services,Limpopo,"573 Pretorius Way, Polokwane",140000_________,Polokwane ,Debt;Working Capital,"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,13248__________,,4.0,53.0,3,100%,100%,0%,Level 1,Urban,1–24%,Mxolisi Zulu,mxolisizulu@gmail.com,+27696009313
